20
80 55 19 57 62 88 10 49 35 92 76 22 11 28 74 81 14 8 46 97 33 40 26 53 85 37 99 51 17 83 94 6 42 44 68 70 3 72 59 66 15 64 30 100 38 87 31 24 95 79 12 45 9 67 27 21 82 32 4 54 58 98 5 41 71 16 56 65 91 89 90 20 61 1 52 23 84 43 2 36 39 93 34 48 25 69 47 7 50 77 13 63 18 86 73 60 96 75 29 78
80 54 60 42 21 49 95 23 7 47 29 98 91 27 10 69 65 18 12 62 45 16 78 40 93 34 14 74 58 36 82 89 38 76 25 87 56 67 20 51 5 2 63 84 43 71 31 96 9 66 26 48 90 3 19 33 73 81 55 97 32 59 92 75 64 6 15 30 57 68 4 50 28 11 83 88 72 41 100 13 44 86 1 39 52 94 53 35 46 79 61 99 37 24 8 77 70 85 17 22
34 27 73 12 60 20 39 84 62 18 86 88 23 16 14 47 81 5 67 43 69 75 32 3 25 41 97 55 99 21 58 92 64 36 1 80 53 40 94 61 66 8 100 45 78 6 48 29 82 22 76 9 79 15 52 11 50 37 93 63 56 89 98 38 49 4 95 54 65 44 30 31 90 7 96 57 2 13 51 42 35 87 68 17 72 26 24 83 33 10 46 85 59 71 19 77 28 74 70 91
77 84 51 27 40 59 96 22 89 25 98 92 46 44 18 1 20 62 80 29 38 33 5 9 65 57 42 14 53 3 16 7 100 73 81 68 66 87 70 85 50 35 12 48 94 55 72 31 23 64 36 10 79 6 41 17 93 58 54 88 83 82 21 47 32 19 63 75 74 49 24 76 71 15 28 11 4 37 8 60 45 2 56 86 26 97 13 30 34 52 78 99 67 39 91 61 90 95 43 69
65 92 80 97 40 17 88 47 53 45 34 49 22 25 29 5 10 94 51 11 67 8 74 99 85 42 3 81 36 58 83 72 76 56 38 14 69 62 31 60 96 27 54 19 23 78 2 90 16 57 33 84 26 87 63 20 75 50 41 9 15 91 32 64 68 73 100 1 6 46 37 43 61 52 48 66 18 12 4 30 71 93 98 59 7 79 86 35 55 21 28 95 89 13 44 77 24 70 82 39
97 16 50 38 45 29 52 67 78 54 92 31 24 70 72 81 85 5 22 65 83 13 56 99 59 11 27 43 63 18 10 94 47 76 36 74 80 87 2 51 34 89 8 30 58 96 4 32 25 46 75 91 39 61 68 17 1 64 14 82 7 40 57 98 71 66 55 6 15 20 21 41 42 88 86 3 60 49 33 62 26 95 9 90 79 84 23 28 37 73 19 48 35 100 53 69 44 77 12 93
22 60 43 35 77 82 15 8 26 47 31 66 84 2 39 96 11 24 73 52 89 55 71 93 69 19 10 75 91 30 64 58 17 28 13 4 90 97 49 61 78 41 33 46 99 44 85 5 63 37 18 92 67 14 70 36 74 1 40 7 88 23 50 51 59 27 83 79 80 68 3 94 12 54 81 48 21 57 100 62 6 87 32 72 20 29 95 45 42 65 56 53 76 16 98 86 25 34 38 9
24 33 20 31 17 95 78 72 2 97 75 86 15 66 49 44 29 51 9 58 83 42 100 35 81 47 13 63 26 70 55 4 38 6 89 22 40 77 53 46 1 69 74 93 98 18 71 27 14 60 57 11 64 10 96 48 32 82 65 54 87 88 41 25 91 92 56 7 16 5 21 80 61 30 94 84 59 43 34 45 76 19 37 79 23 68 90 50 67 52 3 99 12 39 73 62 28 8 85 36
45 82 24 96 12 91 78 19 93 62 90 75 42 70 5 57 50 16 87 39 36 8 51 48 64 27 73 66 99 71 21 10 59 53 33 84 55 2 28 79 31 4 25 7 67 85 44 30 13 61 49 37 98 74 32 9 68 15 92 77 46 40 83 35 26 41 52 60 88 89 97 3 94 14 86 100 69 65 38 20 72 47 11 54 58 29 95 81 6 43 80 17 56 22 18 34 1 23 76 63
69 22 19 78 39 65 13 50 97 67 42 2 91 36 5 45 10 86 51 25 8 63 90 28 74 54 82 33 16 30 47 11 99 93 31 71 58 56 14 84 17 62 70 88 95 34 76 38 46 21 100 59 43 3 73 7 81 55 77 60 4 32 49 64 87 92 41 40 29 66 75 26 61 98 24 85 23 53 18 96 44 35 6 83 9 57 94 89 48 37 52 1 79 27 15 72 68 20 12 80
