100 70 90 64 15 23 80 83 67 76 13 1 29 55 43 94 40 65 88 28 92 9 54 47 39 34 5 86 10 82 32 14 95 35 75 3 85 16 79 33 49 25 4 59 73 17 58 97 41 53 36 31 2 87 61 89 6 7 27 37 71 91 93 50 78 84 8 44 46 68 51 52 62 74 12 45 19 11 22 96 69 38 20 26 18 48 21 72 56 42 24 60 30 57 98 77 66 63 99 81
37 52 87 26 73 64 82 11 38 4 23 22 86 47 68 93 27 40 90 84 55 92 28 45 17 39 83 18 97 30 48 13 98 78 46 69 63 58 3 59 50 51 95 12 16 67 19 20 71 100 76 6 65 31 7 62 24 32 60 72 74 33 9 25 8 1 94 49 91 35 54 75 15 44 41 96 21 42 80 29 56 89 34 2 88 53 5 14 10 77 85 57 81 36 61 66 99 79 70 43
48 6 32 31 77 3 88 47 60 41 42 19 10 96 7 59 15 53 82 93 45 65 64 49 73 1 20 23 78 5 8 29 44 61 83 52 16 24 39 17 75 40 95 63 28 30 38 62 72 37 89 71 54 58 55 56 98 50 34 69 12 79 25 35 76 21 11 2 51 91 18 67 80 99 33 74 26 14 27 22 46 66 9 36 68 90 100 84 87 85 70 43 13 97 81 57 94 4 86 92
65 93 10 24 90 88 6 52 75 23 55 48 8 5 29 100 4 13 44 31 18 30 17 67 43 57 16 46 11 39 41 58 94 60 62 53 21 9 73 91 99 12 96 69 89 38 76 19 95 54 70 34 37 45 79 15 28 51 82 92 3 49 47 78 14 72 86 32 26 85 50 40 84 7 59 81 22 77 33 68 1 2 35 80 36 83 25 63 56 42 20 61 71 27 98 87 97 64 66 74
82 48 85 91 99 59 96 36 30 84 35 79 87 46 33 97 77 73 37 54 2 19 6 98 61 47 63 13 29 86 72 57 76 89 21 75 1 55 26 43 28 93 31 81 15 16 34 9 90 83 42 39 88 56 58 23 5 17 7 25 64 41 52 100 50 8 70 12 38 20 10 66 95 32 18 45 22 24 40 60 62 27 51 78 4 74 92 68 11 65 14 80 71 49 44 94 67 69 3 53
94 28 93 20 35 86 46 44 4 53 42 66 18 68 5 22 48 19 100 43 55 95 75 7 79 85 31 12 21 72 67 52 11 61 58 54 69 1 10 14 89 17 91 77 37 50 88 3 84 73 8 23 74 32 78 27 81 16 60 87 2 51 80 99 26 62 70 82 29 24 47 90 83 96 9 30 49 63 45 15 36 6 40 38 59 76 25 65 57 33 92 34 64 39 13 97 98 71 56 41
18 55 64 50 11 23 40 13 38 42 36 34 37 61 48 97 17 51 70 67 75 94 53 39 9 4 60 15 29 27 92 90 96 82 71 83 22 41 57 26 21 89 35 46 73 31 30 95 79 12 85 1 59 77 54 10 44 5 69 65 7 24 76 62 91 45 58 56 84 2 49 81 86 20 93 14 6 43 25 32 3 8 99 100 68 78 52 47 88 74 63 33 16 19 66 87 98 28 80 72
9 17 55 58 93 52 59 64 66 99 33 94 15 92 83 88 38 3 47 95 20 25 7 42 79 82 61 35 24 13 68 44 72 80 71 23 76 19 97 70 16 84 98 12 75 46 96 28 4 18 8 37 36 40 69 45 41 6 78 65 32 73 74 56 5 49 34 27 48 62 100 21 50 90 85 29 54 91 11 10 89 31 39 14 63 2 26 53 30 22 77 87 67 60 51 86 43 1 81 57
12 31 71 37 94 91 13 22 2 59 43 10 70 9 25 30 8 6 7 55 24 72 23 32 49 15 57 83 1 69 63 4 50 58 77 75 19 45 86 67 81 39 84 80 27 100 40 87 56 98 35 85 34 82 53 54 62 93 51 33 96 92 21 36 3 97 61 90 88 60 14 18 26 66 95 44 28 29 17 68 64 76 48 47 65 42 5 38 99 20 78 79 16 73 46 74 41 52 11 89
89 60 33 84 64 53 55 25 45 24 8 74 32 65 62 47 96 38 12 11 82 4 49 9 73 27 83 79 31 40 42 48 85 5 68 1 17 36 22 56 13 20 95 39 35 23 19 29 80 87 72 61 54 3 91 44 97 66 63 6 88 18 90 28 78 99 41 7 15 43 76 21 30 51 94 37 100 14 16 57 70 26 58 52 10 86 34 93 92 71 75 69 81 2 50 77 59 67 98 46
1 42 2 75 17 27 99 56 84 72 92 89 74 19 52 3 58 66 100 73 50 68 93 86 55 39 78 91 13 48 29 25 77 20 14 76 63 65 40 98 11 38 47 79 54 53 35 59 5 81 7 60 80 9 16 49 46 6 88 24 57 33 90 94 51 64 82 45 18 61 41 69 71 67 30 44 97 23 28 87 85 32 4 83 37 62 12 21 10 36 95 22 34 70 8 31 96 26 15 43
76 45 77 19 50 23 96 34 54 13 57 37 64 47 87 91 46 75 4 43 74 17 72 32 52 80 29 58 41 69 27 7 66 30 53 28 12 20 83 92 9 99 6 73 33 63 65 94 1 42 25 59 38 81 97 84 71 89 62 82 3 36 21 40 11 48 61 2 39 51 26 14 44 60 85 90 93 31 5 49 78 70 98 68 35 79 88 55 16 100 56 18 10 67 8 22 24 95 15 86
